getRange,topic1,1606,0,12
getRange,topic1,1736,0,8
getRange,topic1,1736,8,10
getRange,topic0,1334,0,10
getRange,topic0,1839,0,6
getRange,topic0,1819,0,2
getRange,topic0,1867,0,11
getRange,topic0,1184,0,8
getRange,topic1,974,0,2
getRange,topic1,1369,0,8
getRange,topic0,495,0,3
getRange,topic1,1301,0,1
getRange,topic1,1222,0,7
getRange,topic1,1294,0,7
getRange,topic1,761,0,5
getRange,topic0,1476,0,9
getRange,topic1,1588,0,7
getRange,topic1,1140,0,1
getRange,topic1,1301,1,4
getRange,topic0,1447,0,11
getRange,topic1,167,0,5
getRange,topic1,618,0,2
getRange,topic1,1538,0,2
getRange,topic0,976,0,11
getRange,topic0,1681,0,9
getRange,topic1,8,0,12
getRange,topic0,1167,0,8
getRange,topic0,1826,0,4
getRange,topic2,176,0,12
getRange,topic1,1911,0,4
getRange,topic1,1734,0,1
getRange,topic1,1685,0,1
getRange,topic0,1451,53,8
getRange,topic2,1584,0,9
getRange,topic1,1824,0,4
getRange,topic1,1476,0,11
getRange,topic1,1729,0,10
getRange,topic0,1951,0,3
getRange,topic0,1962,0,9
getRange,topic0,1128,0,10
getRange,topic0,1927,0,5
getRange,topic1,1966,0,6
getRange,topic1,1849,0,8
getRange,topic1,1732,0,7
getRange,topic1,569,0,4
getRange,topic1,1001,0,3
getRange,topic0,1009,0,5
getRange,topic1,1143,0,12
getRange,topic1,1239,0,9
getRange,topic1,1777,0,3
getRange,topic2,1392,0,5
getRange,topic0,1467,0,1
getRange,topic1,1150,0,6
getRange,topic1,1503,0,9
getRange,topic0,1793,0,8
getRange,topic1,1136,0,5
getRange,topic1,173,0,2
getRange,topic1,1743,0,11
getRange,topic0,1959,0,7
getRange,topic1,1767,0,7
getRange,topic0,1940,0,9
getRange,topic1,1476,11,4
getRange,topic1,1544,0,12
getRange,topic1,1550,0,4
getRange,topic1,1163,0,2
getRange,topic0,1305,0,12
getRange,topic1,918,0,1
getRange,topic1,1163,2,6
getRange,topic0,1673,0,3
getRange,topic1,8,12,6
getRange,topic0,1066,0,7
getRange,topic1,1670,0,12
getRange,topic1,64,0,11
getRange,topic0,1038,0,6
getRange,topic0,742,0,8
getRange,topic1,1369,8,8
getRange,topic1,1828,0,8
getRange,topic0,504,0,7
getRange,topic1,1413,0,12
getRange,topic1,694,0,5
getRange,topic1,1532,0,11
getRange,topic0,1528,0,8
getRange,topic1,1246,0,8
getRange,topic1,1803,0,12
getRange,topic0,1610,0,8
getRange,topic1,1629,0,6
getRange,topic0,321,0,4
getRange,topic0,1143,0,1
getRange,topic1,638,0,2
getRange,topic1,1051,0,12
getRange,topic0,1967,0,8
getRange,topic0,1775,0,2
getRange,topic0,1184,8,2
getRange,topic0,1060,0,10
getRange,topic1,1725,134,11
getRange,topic2,1559,0,2
getRange,topic1,1984,0,10
getRange,topic1,1926,0,9
getRange,topic1,1864,0,12
getRange,topic1,67,0,12
getRange,topic0,1964,0,8
getRange,topic1,1367,0,4
getRange,topic1,654,0,9
getRange,topic0,1462,0,12
getRange,topic0,1632,0,11
getRange,topic1,1685,1,4
getRange,topic0,1887,0,11
getRange,topic1,1381,0,9
getRange,topic1,1367,4,10
getRange,topic1,1002,0,3
getRange,topic1,593,0,12
getRange,topic1,820,0,12
getRange,topic0,1086,0,11
getRange,topic1,1743,11,11
getRange,topic1,990,0,3
getRange,topic0,1519,77,12
getRange,topic1,944,0,1
getRange,topic0,1009,5,12
getRange,topic0,1029,0,9
getRange,topic0,1434,0,7
getRange,topic0,839,0,7
getRange,topic1,291,0,7
getRange,topic1,1888,0,10
getRange,topic1,1811,0,8
getRange,topic1,1409,0,7
getRange,topic0,1976,0,12
getRange,topic0,1442,0,5
getRange,topic1,1421,0,11
getRange,topic0,1237,0,8
getRange,topic2,1088,0,10
getRange,topic1,1549,0,5
getRange,topic1,1896,0,9
getRange,topic0,1009,17,4
getRange,topic1,1113,0,10
getRange,topic1,603,0,1
getRange,topic1,268,0,12
getRange,topic0,234,0,9
getRange,topic0,1893,0,7
getRange,topic0,1138,0,7
getRange,topic1,1672,143,11
getRange,topic1,1658,0,4
getRange,topic0,145,11,5
getRange,topic1,1049,0,4
getRange,topic1,1546,0,7
getRange,topic2,219,0,3
getRange,topic1,1221,0,10
getRange,topic1,1125,0,9
getRange,topic0,1724,0,12
getRange,topic0,1734,0,10
getRange,topic0,1046,0,7
getRange,topic1,1758,0,4
getRange,topic0,457,0,10
getRange,topic0,1850,0,3
getRange,topic1,1311,0,8
getRange,topic1,1937,0,3
getRange,topic0,345,0,2
getRange,topic0,1934,0,2
getRange,topic0,835,0,9
getRange,topic1,1621,0,8
getRange,topic1,807,0,2
getRange,topic0,611,0,6
getRange,topic1,1351,0,12
getRange,topic0,423,0,1
getRange,topic0,1675,0,4
getRange,topic1,1183,0,5
getRange,topic1,1506,133,8
getRange,topic1,647,0,1
getRange,topic1,1203,0,9
getRange,topic1,1374,0,11
getRange,topic0,714,0,11
getRange,topic1,1741,0,9
getRange,topic0,1951,3,2
getRange,topic1,589,0,12
getRange,topic1,1277,0,9
getRange,topic0,811,0,6
getRange,topic1,1896,9,8
getRange,topic0,1581,0,9
getRange,topic0,1976,12,11
getRange,topic0,1872,0,6
getRange,topic1,1183,5,2
getRange,topic1,1140,1,12
getRange,topic1,1120,0,11
getRange,topic1,644,0,7
getRange,topic1,1525,0,2
getRange,topic1,1140,13,2
getRange,topic0,1126,0,7
getRange,topic1,1231,0,2
getRange,topic1,1272,0,6
getRange,topic0,408,0,4
getRange,topic1,974,2,9
getRange,topic1,1178,0,10
getRange,topic0,297,0,5
getRange,topic1,1527,0,3
getRange,topic0,556,0,6
getRange,topic0,261,0,1
getRange,topic1,1911,4,9
getRange,topic0,443,0,10
getRange,topic0,1159,0,2
getRange,topic0,1652,0,2
getRange,topic2,1483,0,10
getRange,topic1,1541,145,12
getRange,topic0,1898,0,9
getRange,topic1,1432,0,9
getRange,topic0,1608,0,10
getRange,topic0,1692,0,7
getRange,topic0,1271,0,7
getRange,topic0,298,0,8
getRange,topic1,885,0,6
getRange,topic1,1304,77,4
getRange,topic0,1126,7,7
getRange,topic0,1008,0,12
getRange,topic0,1091,0,10
getRange,topic0,1114,0,7
getRange,topic1,1294,7,6
getRange,topic0,1915,0,3
getRange,topic0,1363,0,9
getRange,topic0,1628,0,12
getRange,topic0,1105,0,7
getRange,topic0,1143,1,9
getRange,topic0,1013,0,11
getRange,topic0,1208,0,9
getRange,topic0,1442,5,4
getRange,topic1,1722,137,1
getRange,topic1,1452,0,11
getRange,topic1,520,0,3
getRange,topic1,1843,135,3
getRange,topic0,1360,0,8
getRange,topic0,1909,0,10
getRange,topic0,1804,107,5
getRange,topic0,1594,0,1
getRange,topic1,443,0,2
getRange,topic0,1922,0,12
getRange,topic1,1649,0,1
getRange,topic1,1354,0,10
getRange,topic0,1056,0,10
getRange,topic0,660,0,8
getRange,topic0,1996,81,3
getRange,topic1,1494,0,7
getRange,topic1,1029,0,10
getRange,topic0,557,26,8
getRange,topic1,1060,0,10
getRange,topic0,1807,0,11
getRange,topic1,1504,0,7
getRange,topic1,668,0,7
getRange,topic0,1296,0,9
getRange,topic1,1101,0,3
getRange,topic1,1804,0,6
getRange,topic0,1333,0,3
getRange,topic1,776,0,4
getRange,topic0,1729,0,12
getRange,topic1,1874,0,12
getRange,topic1,1443,0,7
getRange,topic0,1737,0,11
getRange,topic1,1568,0,6
getRange,topic1,1837,0,8
getRange,topic1,1237,0,8
getRange,topic1,548,0,4
getRange,topic0,1755,107,1
getRange,topic1,815,0,9
getRange,topic1,1957,0,12
getRange,topic1,357,0,9
getRange,topic1,1822,0,2
getRange,topic1,203,0,5
getRange,topic1,351,0,3
getRange,topic1,1504,7,11
getRange,topic1,1920,0,1
getRange,topic0,878,0,12
getRange,topic0,471,0,1
getRange,topic1,1060,10,1
getRange,topic0,1371,0,7
getRange,topic1,1145,0,10
getRange,topic2,1850,0,5
getRange,topic1,1411,0,12
getRange,topic1,1107,0,10
getRange,topic0,1855,84,7
getRange,topic1,1886,0,5
getRange,topic1,1777,3,12
getRange,topic0,1018,0,7
getRange,topic1,1724,0,7
getRange,topic0,1003,0,11
getRange,topic1,1424,51,11
getRange,topic0,1013,11,11
getRange,topic1,1183,7,7
getRange,topic1,1038,79,2
getRange,topic1,1605,0,9
getRange,topic0,1299,0,12
getRange,topic1,918,1,3
getRange,topic1,1113,10,10
getRange,topic1,1996,0,8
getRange,topic0,1277,0,6
getRange,topic1,1590,0,6
getRange,topic1,1385,0,6
getRange,topic1,1780,0,12
getRange,topic1,1421,11,5
getRange,topic0,1497,0,4
getRange,topic1,1740,0,6
getRange,topic0,1868,0,8
getRange,topic1,1292,0,10
getRange,topic1,1159,0,5
getRange,topic1,1381,9,9
getRange,topic1,1325,0,1
getRange,topic1,1871,0,1
getRange,topic1,763,41,8
getRange,topic1,1225,0,10
getRange,topic1,1070,0,2
getRange,topic1,1820,0,10
getRange,topic1,1911,13,4
getRange,topic1,868,0,8
getRange,topic1,1828,8,1
getRange,topic0,190,0,3
getRange,topic1,1354,10,11
getRange,topic1,1517,127,4
getRange,topic1,1021,0,3
getRange,topic1,1019,67,12
getRange,topic0,1350,0,2
getRange,topic1,1228,0,9
getRange,topic1,1862,0,1
getRange,topic2,1776,0,4
getRange,topic1,1850,143,3
getRange,topic1,706,0,2
getRange,topic0,1058,51,3
getRange,topic1,1908,155,2
getRange,topic0,1734,10,9
getRange,topic0,1686,0,11
getRange,topic1,833,0,4
getRange,topic1,1120,11,2
getRange,topic0,1078,0,4
getRange,topic1,1796,0,6
getRange,topic0,1992,0,7
getRange,topic1,1641,0,4
getRange,topic1,1097,0,6
getRange,topic1,398,0,10
getRange,topic0,650,0,6
getRange,topic0,1871,0,4
getRange,topic0,545,0,10
getRange,topic1,1913,0,6
getRange,topic1,1158,0,2
getRange,topic1,1136,5,2
getRange,topic1,1267,0,1
getRange,topic1,1874,12,1
getRange,topic0,1071,0,6
getRange,topic0,1551,0,6
getRange,topic0,1543,0,2
getRange,topic0,1334,10,4
getRange,topic2,1379,0,12
getRange,topic1,1651,153,3
getRange,topic0,1494,0,5
getRange,topic0,592,31,10
getRange,topic0,1375,0,12
getRange,topic1,1905,0,8
getRange,topic0,1906,0,8
getRange,topic0,1717,0,12
getRange,topic1,1597,0,6
getRange,topic0,1321,0,11
getRange,topic1,1452,11,10
getRange,topic0,1871,4,6
getRange,topic1,1351,12,10
getRange,topic0,1895,0,3
getRange,topic0,1675,4,9
getRange,topic1,774,0,7
getRange,topic1,427,0,5
getRange,topic0,1087,0,1
getRange,topic1,1254,0,1
getRange,topic1,1563,145,3
getRange,topic0,1915,3,7
getRange,topic1,1222,7,6
getRange,topic0,1822,104,3
getRange,topic2,870,0,9
getRange,topic1,1006,0,9
getRange,topic1,1604,0,7
getRange,topic0,1817,113,4
getRange,topic0,1815,0,6
getRange,topic1,1807,121,9
getRange,topic1,741,0,7
getRange,topic1,1124,0,5
getRange,topic1,1581,0,5
getRange,topic2,1694,0,8
getRange,topic1,1456,0,6
getRange,topic1,1028,63,2
getRange,topic1,1662,134,5
getRange,topic2,1790,0,11
getRange,topic1,1721,0,12
getRange,topic0,1422,0,5
getRange,topic1,1647,0,2
getRange,topic1,1435,0,9
getRange,topic0,1314,0,10
getRange,topic0,851,0,10
getRange,topic1,1913,6,5
getRange,topic0,1714,0,7
getRange,topic1,1462,0,9
getRange,topic1,1013,0,1
getRange,topic1,182,0,1
getRange,topic0,1932,0,5
getRange,topic1,1753,0,9
getRange,topic0,1249,0,3
getRange,topic0,1126,14,7
getRange,topic1,323,0,5
getRange,topic1,1571,0,9
getRange,topic1,1849,8,10
getRange,topic0,1874,0,9
getRange,topic1,1593,148,1
getRange,topic2,1468,0,4
getRange,topic1,1376,0,9
getRange,topic1,1452,21,11
getRange,topic0,1126,21,2
getRange,topic0,1151,0,10
getRange,topic0,283,0,11
getRange,topic1,1294,13,7
getRange,topic0,1052,47,1
getRange,topic1,1267,1,10
getRange,topic1,1088,73,1
getRange,topic1,1638,0,6
getRange,topic0,1193,45,7
getRange,topic1,1732,7,8
getRange,topic0,173,0,1
getRange,topic0,1450,0,4
getRange,topic0,1161,0,4
getRange,topic0,1581,9,8
getRange,topic1,1925,0,3
getRange,topic0,1635,98,6
getRange,topic1,1905,8,5
getRange,topic1,675,0,7
getRange,topic0,1154,0,4
getRange,topic1,1775,0,10
getRange,topic0,1447,11,12
getRange,topic0,1932,5,5
getRange,topic1,1025,0,6
getRange,topic0,43,0,9
getRange,topic0,1493,0,3
getRange,topic0,1714,7,10
getRange,topic0,1591,0,6
getRange,topic0,1696,101,9
getRange,topic0,1964,8,2
getRange,topic1,417,0,6
getRange,topic1,1407,0,10
getRange,topic1,1810,0,9
getRange,topic0,1038,6,1
getRange,topic1,1227,0,2
getRange,topic1,1191,0,4
getRange,topic1,1931,0,1
getRange,topic0,1420,0,5
getRange,topic1,1403,0,7
getRange,topic1,1089,76,6
getRange,topic1,1854,140,5
getRange,topic2,1146,0,2
getRange,topic1,1990,0,8
getRange,topic0,1172,0,6
getRange,topic2,1583,0,4
getRange,topic1,1157,0,5
getRange,topic1,1769,0,6
getRange,topic0,375,0,2
getRange,topic1,1801,139,8
getRange,topic1,1130,0,5
getRange,topic0,1902,0,4
getRange,topic1,1898,153,5
getRange,topic0,1742,0,6
getRange,topic1,1122,0,6
getRange,topic0,1736,0,3
getRange,topic0,771,0,8
getRange,topic0,1161,4,8
getRange,topic1,1963,0,11
getRange,topic1,1503,9,6
getRange,topic1,1930,0,3
getRange,topic1,1607,130,2
getRange,topic0,440,0,9
getRange,topic0,1362,0,5
getRange,topic1,1822,2,3
getRange,topic0,1844,105,5
getRange,topic1,1859,0,11
getRange,topic0,1110,43,1
getRange,topic0,1661,0,4
getRange,topic1,1987,141,10
getRange,topic0,1534,0,8
getRange,topic1,582,0,2
getRange,topic1,1685,5,6
getRange,topic1,1085,0,12
getRange,topic1,1343,0,7
getRange,topic1,1476,15,3
getRange,topic1,1900,144,9
getRange,topic1,1967,148,4
getRange,topic0,1318,0,9
getRange,topic0,1341,0,5
getRange,topic0,266,0,2
getRange,topic0,589,0,7
getRange,topic1,1288,0,6
getRange,topic0,1975,98,5
getRange,topic1,729,0,4
getRange,topic1,1046,66,11
getRange,topic1,1699,0,4
getRange,topic1,1325,1,5
getRange,topic0,1187,0,9
getRange,topic1,1510,0,5
getRange,topic0,305,0,8
getRange,topic1,971,0,3
getRange,topic1,1789,0,6
getRange,topic1,582,2,7
getRange,topic1,1307,68,3
getRange,topic0,1686,11,10
getRange,topic0,1379,0,7
getRange,topic1,1100,69,12
getRange,topic1,1095,0,6
getRange,topic1,1196,0,4
getRange,topic1,1292,10,12
getRange,topic0,1056,10,5
getRange,topic0,1055,0,2
getRange,topic0,1724,12,1
getRange,topic0,1750,0,7
getRange,topic1,473,0,11
getRange,topic1,1975,125,8
getRange,topic0,300,0,4
getRange,topic0,1958,104,5
getRange,topic2,1978,0,4
getRange,topic0,1633,87,12
getRange,topic1,1422,85,9
getRange,topic1,1590,6,4
getRange,topic1,1740,6,4
getRange,topic0,1549,0,6
getRange,topic0,1029,9,3
getRange,topic1,1480,0,7
getRange,topic1,1546,7,1
getRange,topic1,1931,1,3
getRange,topic1,110,0,4
getRange,topic1,231,0,8
getRange,topic1,1711,137,2
getRange,topic1,1613,0,4
getRange,topic0,1913,97,6
getRange,topic1,1393,0,2
getRange,topic2,1793,0,6
getRange,topic1,110,4,12
getRange,topic1,1977,0,3
getRange,topic0,1137,0,6
getRange,topic1,1410,0,12
getRange,topic0,293,0,3
getRange,topic0,1013,22,6
getRange,topic1,783,0,4
getRange,topic1,1360,59,11
getRange,topic1,1348,0,8
getRange,topic0,1087,1,10
getRange,topic1,1446,0,8
getRange,topic0,1469,0,7
getRange,topic1,1590,10,6
getRange,topic0,1717,12,11
getRange,topic0,200,0,4
getRange,topic0,514,0,3
getRange,topic1,1828,9,5
getRange,topic0,1258,0,10
getRange,topic0,737,0,9
getRange,topic1,694,5,11
getRange,topic0,177,0,2
getRange,topic0,1763,0,7
getRange,topic1,1837,8,12
getRange,topic1,1356,0,7
getRange,topic1,1241,0,10
getRange,topic1,1891,164,6
getRange,topic0,1155,0,3
getRange,topic1,1978,148,12
getRange,topic0,1375,12,5
getRange,topic0,1084,0,5
getRange,topic0,1732,0,5
getRange,topic1,1968,116,2
getRange,topic0,1208,9,1
getRange,topic1,1302,79,6
getRange,topic0,1192,0,6
getRange,topic0,1130,34,10
getRange,topic0,1482,0,11
getRange,topic0,1887,11,1
getRange,topic1,361,0,12
getRange,topic0,598,0,10
getRange,topic1,18,0,4
getRange,topic1,1117,0,10
getRange,topic1,1837,20,8
getRange,topic1,1780,12,1
getRange,topic1,606,0,7
getRange,topic1,1592,0,1
getRange,topic0,1462,12,6
getRange,topic1,1439,0,3
getRange,topic0,1976,23,1
getRange,topic1,1988,0,11
getRange,topic1,268,12,1
getRange,topic0,1128,10,12
getRange,topic0,1407,0,5
getRange,topic0,1902,4,9
getRange,topic0,1767,0,8
getRange,topic1,1183,14,4
getRange,topic0,1791,83,6
getRange,topic0,562,0,9
getRange,topic1,1047,0,6
getRange,topic1,1869,147,12
getRange,topic2,1649,0,5
getRange,topic1,518,0,5
getRange,topic1,1471,0,5
getRange,topic0,1795,0,6
getRange,topic1,1841,0,10
getRange,topic0,1596,93,3
getRange,topic1,1862,1,6
getRange,topic1,729,4,4
getRange,topic1,1163,8,8
getRange,topic1,1837,28,8
getRange,topic1,1854,141,7
getRange,topic1,1972,156,12
getRange,topic1,793,0,12
getRange,topic1,737,0,7
getRange,topic1,1277,9,10
getRange,topic1,1734,1,3
getRange,topic1,1064,71,11
getRange,topic0,1052,48,2
getRange,topic0,1137,6,12
getRange,topic2,1772,0,5
getRange,topic1,1439,3,11
getRange,topic1,1292,22,2
getRange,topic0,1128,22,1
getRange,topic1,1085,12,10
getRange,topic0,1513,0,2
getRange,topic1,433,0,9
getRange,topic1,762,0,11
getRange,topic0,1405,0,6
getRange,topic1,1219,0,3
getRange,topic1,1010,0,3
getRange,topic0,1942,0,3
getRange,topic1,1386,0,1
getRange,topic1,1421,16,9
getRange,topic1,1974,0,11
getRange,topic0,1498,0,5
getRange,topic1,1787,0,12
getRange,topic0,1098,0,8
getRange,topic1,1523,0,7
getRange,topic1,1051,12,12
getRange,topic0,524,0,4
getRange,topic0,1940,9,3
getRange,topic1,1940,0,11
getRange,topic0,1886,0,1
getRange,topic1,1531,0,5
getRange,topic0,361,0,4
getRange,topic1,1546,8,9
getRange,topic0,1532,100,10
getRange,topic1,1328,0,5
getRange,topic1,1934,0,2
getRange,topic1,1222,13,10
getRange,topic0,1686,21,7
getRange,topic1,1121,0,2
getRange,topic1,1007,0,5
getRange,topic0,630,0,6
